Timestamp	IR Status	Ultrasonic Status	Internal Incident Radiation	External Incident Radiation	Temperature	Humidity	Headcount	Brightness Level
02:46:42	1	1354.65	49.78	59.56	26.5	79.0	0	50
02:46:45	1	907.36	49.64	59.42	26.6	79.0	0	53
02:46:47	1	1686.09	49.78	59.56	26.6	79.0	0	49
02:46:50	1	592.23	49.53	59.57	26.6	79.0	0	55
02:46:52	1	776.31	49.61	59.84	26.6	79.0	0	54
02:46:54	1	576.82	49.67	59.62	26.7	79.0	0	54
02:46:56	1	573.1	49.59	59.41	26.6	79.0	0	54
02:46:57	1	619.14	49.54	59.7	26.6	79.0	0	55
02:47:00	1	616.68	49.5	59.38	26.5	79.0	0	55
02:47:01	1	725.61	49.67	59.49	26.6	79.0	0	53
02:47:04	1	816.75	49.74	59.49	26.6	79.0	0	53
02:47:05	1	1021.4	49.79	59.32	26.6	79.0	0	52
02:47:08	1	965.71	49.77	59.59	26.6	79.0	0	52
02:47:09	1	949.07	49.73	59.32	26.6	79.0	0	52
02:47:11	1	868.52	49.68	59.49	26.6	79.0	0	53
02:47:14	1	1091.28	49.81	59.57	26.7	79.0	0	51
02:47:16	1	1183.81	49.76	59.44	26.6	79.0	0	51
02:47:17	1	1250.87	49.67	59.1	26.6	79.0	0	51
02:47:19	1	1291.06	49.68	59.45	26.7	79.0	0	51
02:47:20	1	1251.61	49.66	59.27	26.6	79.0	0	51
02:47:21	1	1120.93	49.72	59.33	26.6	79.0	0	52
02:47:24	1	1105.18	49.78	59.26	26.7	79.0	0	51
02:47:27	1	582.42	49.48	60.01	26.7	79.0	0	55
02:47:29	1	909.41	52.94	63.0	26.7	79.0	0	36
02:47:31	1	1019.56	52.9	62.2	26.6	79.0	0	36
02:47:32	1	1166.84	52.81	62.21	26.6	79.0	0	35
02:47:35	1	1222.21	52.91	61.32	26.6	79.0	0	35
02:47:37	1	1668.75	52.93	62.08	26.6	79.0	0	33
02:47:39	1	1152.49	52.93	62.39	26.6	79.0	0	35
02:47:41	1	903.44	52.91	62.27	26.6	79.0	0	36
02:47:44	1	752.27	52.91	62.18	26.6	79.0	0	37
02:47:47	1	643.26	52.88	62.23	26.6	79.0	0	37
02:47:48	1	563.2	52.78	62.04	26.6	79.0	0	38
02:47:51	1	664.57	52.78	62.42	26.6	79.0	0	38
02:47:52	1	655.24	52.96	62.45	26.7	79.0	0	37
02:47:55	1	797.45	52.83	62.03	26.6	79.0	0	37
02:47:57	1	947.72	52.97	62.51	26.6	79.0	0	35
02:47:59	1	1155.11	52.92	62.42	26.6	79.0	0	35
02:48:00	1	918.89	52.79	61.97	26.6	79.0	0	37
02:48:03	1	1710.34	52.79	62.1	26.6	79.0	0	33
02:48:05	1	1212.35	52.72	62.06	26.7	79.0	0	36
02:48:07	1	1244.0	53.67	62.41	26.6	79.0	0	31
02:48:09	1	1196.08	53.9	62.4	26.6	79.0	0	30
02:48:12	1	868.15	53.81	62.52	26.6	79.0	0	31
02:48:15	1	910.51	53.83	62.56	26.6	79.0	0	31
02:48:16	1	915.3	53.81	62.18	26.6	79.0	0	31
02:48:17	1	744.91	53.9	62.15	26.6	79.0	0	32
02:48:20	1	835.93	53.69	62.19	26.5	79.0	0	32
02:48:21	1	1019.36	53.75	61.84	26.5	79.0	0	31
02:48:24	1	1173.92	53.83	62.64	26.5	79.0	0	30
02:48:27	1	1026.14	53.83	62.22	26.5	79.0	0	31
02:48:30	1	881.11	53.6	62.36	26.6	79.0	0	32
02:48:33	1	1006.52	53.74	62.27	26.6	79.0	0	31
02:48:36	1	528.2	53.58	62.4	26.5	79.0	0	34
02:48:38	1	948.13	53.67	62.62	26.6	79.0	0	32
02:48:40	1	387.91	53.88	62.14	26.5	79.0	0	33
02:48:43	1	143.15	53.56	62.3	26.5	79.0	0	36
02:48:45	1	153.01	53.54	62.54	26.5	79.0	0	36
02:48:46	1	157.95	53.43	62.6	26.5	79.0	0	36
02:48:48	1	1705.59	53.85	62.34	26.6	79.0	0	28
02:48:50	1	193.65	53.64	62.06	26.5	79.0	0	35
02:48:52	1	186.94	53.63	62.39	26.6	79.0	0	35
02:48:53	1	186.49	53.7	62.38	26.6	79.0	0	35
02:48:54	1	199.13	53.69	62.11	26.5	79.0	0	35
02:48:56	1	182.81	53.63	62.32	26.6	79.0	0	35
02:48:57	1	213.6	53.64	62.08	26.6	79.0	0	35
02:48:58	1	289.49	53.75	62.42	26.6	79.0	0	34
02:49:01	1	1673.5	53.45	61.06	26.6	79.0	0	30
02:49:03	1	1685.97	53.97	62.5	26.7	79.0	0	27
02:49:05	1	1673.29	53.95	61.99	26.5	79.0	0	27
02:49:07	1	1664.42	53.74	62.18	26.6	79.0	0	28
02:49:10	1	499.87	53.6	61.95	26.6	79.0	0	34
02:49:12	1	1673.33	53.65	62.24	26.6	79.0	0	29
02:49:14	1	1673.37	53.78	62.02	26.6	79.0	0	28
02:49:16	1	1677.3	53.84	61.97	26.5	79.0	0	28
02:49:18	1	1664.95	53.78	62.37	26.6	79.0	0	28
02:49:19	1	1664.34	53.92	62.18	26.6	79.0	0	28
02:49:20	1	1668.67	53.89	61.89	26.6	79.0	0	28
02:49:22	1	65.54	53.62	61.9	26.7	79.0	0	36
02:49:24	1	85.46	53.7	62.41	26.7	79.0	0	35
02:49:27	1	70.04	53.74	62.37	26.7	79.0	0	35
02:49:28	1	61.46	53.72	62.59	26.7	79.0	0	35
02:49:29	1	62.11	53.79	62.69	26.6	79.0	0	35
02:49:31	1	161.1	53.75	62.34	26.6	79.0	0	35
02:49:32	1	193.32	53.77	62.32	26.6	79.0	0	34
02:49:35	1	370.29	53.7	62.31	26.7	79.0	0	34
02:49:36	1	338.31	53.73	62.48	26.7	79.0	0	34
02:49:37	1	418.7	53.69	62.4	26.7	79.0	0	34
02:49:39	1	482.08	53.89	62.34	26.7	79.0	0	33
02:49:42	1	147.85	53.63	62.22	26.7	79.0	0	35
02:49:44	1	969.47	53.68	62.25	26.7	79.0	0	32
02:49:46	1	1677.22	53.84	62.36	26.6	79.0	0	28
02:49:48	1	952.34	53.94	62.11	26.6	79.0	0	30
02:49:50	1	1664.91	53.71	62.12	26.7	79.0	0	29
02:49:53	1	947.92	53.91	62.45	26.7	79.0	0	31
02:49:56	1	1669.53	53.85	62.33	26.5	79.0	0	28
02:49:58	1	1669.86	53.67	62.31	26.6	79.0	0	29
02:50:01	1	1664.87	53.83	62.05	26.6	79.0	0	28
02:50:03	1	460.98	53.79	62.36	26.6	79.0	0	33
02:50:06	1	1673.09	53.79	62.51	26.7	79.0	0	28
02:50:08	1	404.72	53.55	61.95	26.6	79.0	0	35
02:50:10	1	354.96	53.45	62.21	26.6	79.0	0	35
02:50:11	1	314.35	53.48	62.65	26.6	79.0	0	35
02:50:12	1	355.81	53.53	62.62	26.6	79.0	0	35
02:50:14	1	615.66	53.7	62.07	26.7	79.0	0	33
02:50:16	1	848.52	53.7	62.31	26.7	79.0	0	32
02:50:19	1	1695.33	53.77	62.31	26.7	79.0	0	28
02:50:21	1	613.66	53.54	62.17	26.6	79.0	0	34
02:50:23	1	574.16	53.71	62.4	26.5	79.0	0	33
02:50:26	1	961.09	53.57	62.32	26.6	79.0	0	32
02:50:28	1	1011.22	53.71	62.4	26.6	79.0	0	31
02:50:31	1	998.26	53.76	62.43	26.7	79.0	0	31
02:50:33	1	856.37	53.63	61.97	26.5	79.0	0	32
02:50:35	1	450.96	53.55	62.02	26.7	79.0	0	35
02:50:38	1	442.29	53.54	62.55	26.7	79.0	0	35
02:50:39	1	442.25	53.67	62.23	26.6	79.0	0	34
02:50:42	1	446.55	53.7	62.12	26.7	79.0	0	34
02:50:43	1	450.72	53.7	62.36	26.5	79.0	0	34
02:50:44	1	450.84	53.83	61.98	26.6	79.0	0	33
02:50:47	1	1673.17	53.67	62.55	26.6	79.0	0	29
02:50:49	1	832.33	53.76	62.29	26.7	79.0	0	32
02:50:52	1	1700.69	53.52	62.05	26.6	79.0	0	29
02:50:54	1	558.5	53.46	62.01	26.7	79.0	0	35
02:50:56	1	1669.53	53.65	62.44	26.7	79.0	0	29
02:50:58	1	1669.94	53.43	62.44	26.7	79.0	0	30
02:51:01	1	1668.51	53.73	62.02	26.7	79.0	0	29
02:51:03	1	1668.63	53.65	62.04	26.7	79.0	0	29
02:51:05	1	1664.62	53.58	62.23	26.7	79.0	0	29
02:51:06	1	733.79	53.55	62.38	26.7	79.0	0	33
02:51:08	1	940.11	53.76	62.48	26.7	79.0	0	31
02:51:11	1	1684.74	49.52	59.95	26.7	79.0	0	50
02:51:12	1	1038.0	49.66	60.5	26.7	79.0	0	52
02:51:15	1	869.87	49.67	60.65	26.7	79.0	0	53
02:51:18	1	780.89	49.81	60.86	26.7	79.0	0	52
02:51:21	1	574.04	49.65	60.92	26.7	79.0	0	54
02:51:23	1	1099.58	49.69	61.12	26.6	79.0	0	52
02:51:25	1	1214.19	49.67	60.73	26.6	79.0	0	51
02:51:28	1	952.18	49.72	60.58	26.6	79.0	0	52
02:51:31	1	1687.77	49.65	60.67	26.6	79.0	0	50
02:51:33	1	853.72	49.62	60.74	26.7	79.0	0	53
02:51:36	1	1080.08	49.71	61.05	26.7	79.0	0	52
02:51:38	1	1088.26	49.88	60.61	26.6	79.0	0	51
02:51:41	1	656.22	49.72	60.83	26.6	79.0	0	53
02:51:44	1	643.43	49.88	61.07	26.6	79.0	0	53
02:51:45	1	947.64	49.69	60.71	26.7	79.0	0	52
02:51:48	1	1230.55	49.73	61.08	26.6	79.0	0	51
02:51:51	1	769.0	49.8	60.55	26.6	79.0	0	53
02:51:53	1	619.22	49.67	61.11	26.7	79.0	0	54
02:51:56	1	851.51	49.73	60.89	26.6	79.0	0	53
02:51:59	1	1097.99	49.72	60.97	26.6	79.0	0	52
02:52:02	1	743.28	49.78	60.51	26.6	79.0	0	53
02:52:04	1	680.43	49.82	60.72	26.6	79.0	0	53
02:52:06	1	768.42	49.75	60.65	26.5	79.0	0	53
02:52:07	1	783.84	49.77	61.08	26.5	79.0	0	53
02:52:09	1	626.38	49.75	60.57	26.6	79.0	0	53
02:52:10	1	895.26	49.71	60.73	26.6	79.0	0	53
02:52:11	1	1226.3	49.64	61.05	26.6	79.0	0	51
02:52:14	1	1197.63	49.71	60.8	26.7	79.0	0	51
02:52:15	1	1108.99	49.65	60.54	26.6	79.0	0	52
02:52:18	1	1080.36	49.68	60.58	26.6	79.0	0	52
02:52:19	1	719.85	49.76	60.56	26.6	79.0	0	53
02:52:22	1	862.51	49.68	60.74	26.7	79.0	0	53
02:52:23	1	1270.37	49.62	61.11	26.6	79.0	0	51
02:52:26	1	854.82	49.75	60.7	26.7	79.0	0	52
02:52:29	1	570.6	49.6	60.7	26.7	79.0	0	54
02:52:31	1	724.22	49.8	60.9	26.6	79.0	0	53
02:52:34	1	147.69	49.69	61.0	26.7	79.0	0	56
02:52:36	1	135.91	49.82	60.99	26.7	79.0	0	55
02:52:39	1	1664.3	49.82	60.71	26.6	79.0	0	49
02:52:41	1	1244.45	49.57	60.5	26.6	79.0	0	52
02:52:43	1	2147.68	49.45	60.7	26.6	79.0	0	49
02:52:45	1	1716.96	49.47	60.99	26.6	79.0	0	50
02:52:48	1	83.58	49.63	60.48	26.6	79.0	0	56
02:52:50	1	22279.48	49.74	60.94	26.6	79.0	0	0
02:52:52	1	22311.54	49.44	58.61	26.6	79.0	0	0
02:52:54	1	22361.01	49.46	58.58	26.6	79.0	0	0
02:52:55	1	103.53	49.37	58.59	26.6	79.0	0	58
02:52:57	1	128.84	49.62	61.24	26.7	79.0	0	56
02:52:59	1	85.17	49.63	61.2	26.7	79.0	0	56
02:53:01	1	74.38	49.74	60.9	26.6	79.0	0	56
02:53:02	1	960.93	49.82	60.73	26.7	79.0	0	52
02:53:04	1	633.41	49.68	60.79	26.6	79.0	0	54
02:53:07	1	1673.7	49.74	60.9	26.5	79.0	0	49
02:53:09	1	585.61	49.7	60.96	26.7	79.0	0	54
02:53:11	1	619.79	49.62	61.03	26.5	79.0	0	54
02:53:12	1	1694.55	49.86	60.95	26.7	79.0	0	48
02:53:14	1	1669.12	49.9	60.82	26.6	79.0	0	48
02:53:15	1	280.87	49.8	60.49	26.7	79.0	0	55
02:53:17	1	400.3	49.87	61.2	26.7	79.0	0	54
02:53:20	1	1690.3	49.98	61.41	26.7	79.0	0	48
02:53:22	1	561.24	49.91	60.34	26.7	79.0	0	53
02:53:24	1	601.15	49.85	60.6	26.7	79.0	0	53
02:53:26	1	296.48	49.92	60.8	26.7	79.0	0	54
02:53:29	1	319.01	49.9	60.53	26.7	79.0	0	54
02:53:30	1	284.95	49.92	61.2	26.6	79.0	0	54
02:53:31	1	318.24	49.85	60.72	26.6	79.0	0	54
02:53:33	1	276.69	49.92	61.03	26.7	79.0	0	54
02:53:34	1	1121.66	49.87	60.72	26.7	79.0	0	51
02:53:36	1	278.74	49.91	60.87	26.7	79.0	0	54
02:53:38	1	312.39	50.02	61.01	26.7	79.0	0	53
02:53:41	1	275.55	49.84	61.04	26.7	79.0	0	54
02:53:44	1	278.94	49.76	60.83	26.6	79.0	0	55
02:53:47	1	291.41	49.75	60.59	26.6	79.0	0	55
02:53:48	1	401.28	49.76	60.8	26.6	79.0	0	54
02:53:51	1	509.52	49.77	61.06	26.6	79.0	0	54
02:53:53	1	480.28	49.89	60.67	26.6	79.0	0	53
02:53:55	1	271.46	49.68	60.89	26.6	79.0	0	55
02:53:58	1	281.68	49.7	60.82	26.7	79.0	0	55
02:53:59	1	303.23	49.78	60.66	26.5	79.0	0	55
02:54:00	1	264.71	49.77	60.64	26.7	79.0	0	55
02:54:02	1	2083.12	49.76	61.07	26.6	79.0	0	47
02:54:04	1	279.52	49.73	60.5	26.6	79.0	0	55
02:54:06	1	431.09	49.87	61.17	26.6	79.0	0	54
02:54:09	1	800.52	49.88	60.61	26.6	79.0	0	52
02:54:11	1	398.13	49.83	61.05	26.6	79.0	0	54
02:54:13	1	390.98	49.81	60.82	26.7	79.0	0	54
02:54:15	1	377.61	49.87	60.7	26.6	79.0	0	54
02:54:16	1	394.54	49.83	60.68	26.6	79.0	0	54
02:54:17	1	409.99	49.87	61.22	26.6	79.0	0	54
02:54:19	1	393.51	49.76	60.67	26.7	79.0	0	54
02:54:20	1	376.59	49.82	60.98	26.7	79.0	0	54
02:54:21	1	415.1	49.82	60.92	26.7	79.0	0	54
02:54:23	1	1669.24	44.55	56.02	26.6	79.0	0	76
02:54:25	1	435.02	44.73	57.94	26.7	79.0	0	80
02:54:27	1	406.72	44.78	58.16	26.7	79.0	0	80
02:54:28	1	402.47	44.76	57.99	26.7	79.0	0	80
02:54:30	1	268.11	44.76	58.17	26.7	79.0	0	81
02:54:33	1	124.55	44.63	58.12	26.7	79.0	0	82
02:54:36	1	210.82	44.77	58.15	26.7	79.0	0	81
02:54:39	1	280.09	44.8	58.05	26.6	79.0	0	80
02:54:42	1	536.54	44.81	58.34	26.7	79.0	0	79
02:54:44	1	596.94	44.7	57.9	26.6	79.0	0	80
02:54:47	1	552.78	44.72	58.35	26.7	79.0	0	80
02:54:49	1	771.29	44.83	58.35	26.7	79.0	0	78
02:54:51	1	754.85	44.74	57.88	26.6	79.0	0	79
02:54:54	1	809.97	44.79	57.93	26.5	79.0	0	78
02:54:57	1	888.31	44.84	58.79	26.6	79.0	0	78
02:54:58	1	925.97	44.75	57.92	26.5	79.0	0	78
02:55:00	1	931.94	44.79	57.93	26.6	79.0	0	78
02:55:01	1	934.06	44.83	57.93	26.6	79.0	0	78
02:55:03	1	914.36	44.81	58.17	26.7	79.0	0	78
02:55:04	1	76.99	44.75	58.15	26.7	79.0	0	82
